Date of Download: 2023-06-07_19:57:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Search Parameters: Data Level:all  Trait List:  Trial List:9827,10416,9775,10793,11546  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,Change in weight after boiling computation percentage|month 12|boiling time 20 minutes|COMP:0000287,Change in weight after boiling computation percentage|month 12|boiling time 30 minutes|COMP:0000288,Total carotenes ug/g NIRS 400-2500 nm|CO_334:0001051,beta carotene content ug/g NIRS 400-2500 nm|CO_334:0001053,branching angle in degrees|CO_334:0002082,branching level counting|CO_334:0000079,cassava bacterial blight severity 3-month evaluation|CO_334:0000175,dry matter content by specific gravity method|CO_334:0000160,dry matter content by table-top NIRS in percentage|CO_334:0002057,first apical branch height measurement in cm|CO_334:0000106,fresh root yield|CO_334:0000013,fresh storage root weight per plot|CO_334:0000012,frog skin disease : visual 1-5|CO_334:0000093,initial plant vigor assessment 1-5|CO_334:0000220,lodged plants estimation 1-3|CO_334:0000301,lodged plants estimation 1-3|month 6|COMP:0000208,marketable root number counting|CO_334:0000169,number of planted stakes per plant counting|CO_334:0000300,number of planted stakes per plot counting|CO_334:0000159,plant architecture visual rating 1-5|CO_334:0000099,plant height measurement in cm|CO_334:0000018,plant height with leaf in cm|CO_334:0000123,plant stands harvested counting|CO_334:0000010,root color visual rating 1-3|CO_334:0000221,root constriction visual rating 1-3|CO_334:0000109,root evaluation scaled 1-5|CO_334:0000228,root length evaluation scaled 1-3|CO_334:0000226,root weight in air|CO_334:0000157,root weight in water|CO_334:0000158,rotted storage root counting|CO_334:0000084,sprout count discrete counting|CO_334:0000138,storage root neck length visual rating 1-3|CO_334:0000223,storage root shape visual rating 1-6|CO_334:0000020,thrips severity : visual 1-5|CO_334:0002084,total carotenoid by chart 1-8|CO_334:0000161,notes
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722064,GM13192A-3,,plot,3921782,202177DVGST_momi_rep1_GM13192A-3_335,1,1,335,11,15,test,,,,,,0,0,,32.93592763,,205,28.2967033,10.3,,3,1,,16,6,4,3,205,40,4,3,1,2,2,3850,368,,4,2,3,3,1," (Operator: lizbethpino, Time: ), Pt2:Non-br (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722066,GM13192A-5,,plot,3922027,202177DVGST_momi_rep1_GM13192A-5_125,1,1,125,4,4,test,,,,,,80,3,,29.15375654,,125,6.043956044,2.2,,4,2,,5,8,4,3,230,20,2,1,1,4,1,2275,172,,3,2,3,3,2,"BadGerm:Pt4:Lodging (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722067,GM13192A-6,,plot,3922454,202177DVGST_momi_rep1_GM13192A-6_212,1,1,212,7,20,test,,,,,,90,3,,35.31034483,,130,36.81318681,13.4,,5,1,,25,10,4,1,280,30,4,2,1,2,2,4550,490,,4,3,3,1,2," (Operator: lizbethpino, Time: ), Pt1:Good:NonLeaf (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722068,GM13192A-7,,plot,3921863,202177DVGST_momi_rep1_GM13192A-7_249,1,1,249,8,8,test,,,,,,90,3,,36.4970896,,95,35.16483516,12.8,,5,1,,16,8,4,3,260,20,4,3,1,3,2,3450,392,,4,2,3,2,1," (Operator: lizbethpino, Time: ), Pt4:Curve (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722069,GM13192A-8,,plot,3922359,202177DVGST_momi_rep1_GM13192A-8_373,1,1,373,12,12,test,,,,,,90,4,,32.12964497,,95,13.73626374,5,,4,2,,9,10,4,3,280,30,3,3,1,4,2,4650,425,,3,2,3,2,2," (Operator: lizbethpino, Time: ), Pt4:Curve (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722071,GM13195A-1,,plot,3922260,202177DVGST_momi_rep1_GM13195A-1_67,1,1,67,3,3,test,,,,,,90,2,,32.55610329,,180,21.84065934,7.95,,4,1,,11,8,4,3,240,30,4,3,2,4,1,4700,440,,4,1,2,4,2,"CBB:Tps3:Non-br:Pt4 (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722072,GM13195A-2,,plot,3922567,202177DVGST_momi_rep1_GM13195A-2_209,1,1,209,7,17,test,,,,,,90,4,,33.1714349,,100,22.93956044,8.35,,5,1,,14,10,4,3,250,30,4,3,1,3,2,5000,484,,4,2,3,2,1," (Operator: lizbethpino, Time: ), Pt4 (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722073,GM13195A-3,,plot,3922304,202177DVGST_momi_rep1_GM13195A-3_366,1,1,366,12,19,test,,,,,,80,3,,26.31170213,,165,15.7967033,5.75,,4,1,,9,8,4,2,240,20,4,3,1,3,2,3750,225,,4,1,3,2,1,"NonLeaf:Pt2 (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722074,GM13195A-4,,plot,3922005,202177DVGST_momi_rep1_GM13195A-4_357,1,1,357,12,28,test,,,,,,90,4,,33.83787355,,110,25.27472527,9.2,,4,1,,18,10,4,1,250,20,4,3,1,3,2,4500,451,,4,2,3,2,1," (Operator: lizbethpino, Time: ), Pt1 (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722076,GM13195A-6,,plot,3921834,202177DVGST_momi_rep1_GM13195A-6_316,1,1,316,10,5,test,,,,,,75,3,,30.8240991,,170,24.03846154,8.75,,5,1,,12,10,4,1,270,30,4,3,1,3,1,4850,410,,4,3,2,2,1," (Operator: lizbethpino, Time: ), Pt1 (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722087,GM13195A-7,,plot,3922085,202177DVGST_momi_rep1_GM13195A-7_32,1,1,32,1,32,test,,,,,,85,2,,26.93949153,,90,5.494505495,2,,3,1,,3,4,4,4,170,30,2,3,1,5,1,1575,100,,2,1,3,1,1," (Operator: lizbethpino, Time: ), Pt5:BadGerm (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722088,GM13216A-1,,plot,3922041,202177DVGST_momi_rep1_GM13216A-1_329,1,1,329,11,9,test,,,,,,90,3,,29.23478016,,110,44.50549451,16.2,,5,1,,32,10,4,1,260,30,4,3,1,2,2,4800,365,,4,3,3,2,1," (Operator: lizbethpino, Time: ), Pt1 (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722089,GM13216A-2,,plot,3922117,202177DVGST_momi_rep1_GM13216A-2_166,1,1,166,6,27,test,,,,,,0,0,,29.35072202,,280,31.45604396,11.45,,5,1,,16,10,4,2,280,50,4,3,1,3,1,4800,368,,4,2,2,1,1," (Operator: lizbethpino, Time: ), Pt1:Non-br (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722091,GM13216A-4,,plot,3922479,202177DVGST_momi_rep1_GM13216A-4_83,1,1,83,3,19,test,,,,,,90,3,,34.39459613,,125,26.92307692,9.8,,5,2,,14,10,4,3,280,3,4,3,1,3,1,4900,505,,4,1,3,2,1,"Lodging:Pt4 (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722092,GM13216A-5,,plot,3922402,202177DVGST_momi_rep1_GM13216A-5_333,1,1,333,11,13,test,,,,,,0,0,,33.04136331,,320,25.54945055,9.3,,5,1,,14,10,4,2,320,40,4,3,1,3,1,3100,298,,4,2,1,2,2," (Operator: lizbethpino, Time: ), Pt2:Non-br (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722097,GM13217A-10,,plot,3922569,202177DVGST_momi_rep1_GM13217A-10_364,1,1,364,12,21,test,,,,,,0,0,,34.02921673,,300,22.8021978,8.3,,5,1,,10,12,4,1,300,50,4,3,1,4,1,2500,253,,4,1,1,1,2," (Operator: lizbethpino, Time: ), Pt1 (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722096,GM13217A-1,,plot,3922082,202177DVGST_momi_rep1_GM13217A-1_237,1,1,237,8,20,test,,,,,,0,0,,32.26842457,,250,31.59340659,11.5,,4,1,,15,8,4,3,250,40,4,3,1,3,1,3300,304,,4,1,2,3,1," (Operator: lizbethpino, Time: ), Pt1:Non-br:Leafy (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722099,GM13217A-3,,plot,3922354,202177DVGST_momi_rep1_GM13217A-3_350,1,1,350,11,30,test,,,,,,75,3,,33.85367127,,205,36.26373626,13.2,,5,1,,10,10,4,2,270,30,4,3,1,3,1,3300,331,,4,2,3,2,1," (Operator: lizbethpino, Time: ), Pt2 (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722101,GM13217A-5,,plot,3922174,202177DVGST_momi_rep1_GM13217A-5_267,1,1,267,9,11,test,,,,,,75,2,,33.15962696,,170,56.86813187,20.7,,5,1,,33,12,4,2,320,60,4,3,1,1,2,4600,445,,4,1,3,1,1," (Operator: lizbethpino, Time: ), Pt2:Good:Leafy:Non-br (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722102,GM13217A-6,,plot,3922185,202177DVGST_momi_rep1_GM13217A-6_312,1,1,312,10,9,test,,,,,,90,5,,37.95239449,,125,29.3956044,10.7,,5,1,,16,10,4,3,300,30,2,3,1,3,2,3800,459,,2,1,3,1,2,"BadGerm:Pt4 (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722103,GM13217A-7,,plot,3922475,202177DVGST_momi_rep1_GM13217A-7_302,1,1,302,10,19,test,,,,,,0,0,,30.8330223,,290,28.02197802,10.2,,5,1,,19,10,4,2,290,40,4,3,1,3,1,4800,406,,4,1,2,4,1," (Operator: lizbethpino, Time: ), Tps5:Pt2:Non-br (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722105,GM13217A-9,,plot,3922512,202177DVGST_momi_rep1_GM13217A-9_259,1,1,259,9,3,test,,,,,,0,0,,34.73930995,,260,34.61538462,12.6,,4,1,,17,10,4,2,260,40,4,3,1,3,1,3950,414,,4,1,1,3,2," (Operator: lizbethpino, Time: ), Pt1:Leafy:Non-br:Good (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722106,GM13223A-1,,plot,3922297,202177DVGST_momi_rep1_GM13223A-1_404,1,1,404,13,20,test,,,,,,85,4,,33.04136331,,155,44.23076923,16.1,,5,1,,16,10,4,2,310,30,4,3,1,3,2,3100,298,,4,2,3,3,1," (Operator: lizbethpino, Time: ), Pt2:NonLeaf (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722107,GM13223A-2,,plot,3921772,202177DVGST_momi_rep1_GM13223A-2_397,1,1,397,13,13,test,,,,,,0,0,,30.89720915,,205,30.21978022,11,,3,1,,25,4,4,5,205,30,4,3,1,3,2,4875,414,,4,2,3,4,1," (Operator: lizbethpino, Time: ), Pt4 (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722108,GM13223A-3,,plot,3922255,202177DVGST_momi_rep1_GM13223A-3_177,1,1,177,6,16,test,,,,,,90,2,,33.60403357,,155,46.56593407,16.95,,5,1,,25,10,4,1,280,40,4,3,1,3,2,4100,406,,4,2,2,1,1," (Operator: lizbethpino, Time: ), Pt2 (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722110,GM13233B-10,,plot,3922516,202177DVGST_momi_rep1_GM13233B-10_406,1,1,406,13,22,test,,,,,,85,4,,33.01637168,,165,54.3956044,19.8,,5,1,,22,12,4,2,300,40,4,3,1,2,3,4500,432,,4,2,3,1,1," (Operator: lizbethpino, Time: ), Pt2 (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722111,GM13233B-11,,plot,3922533,202177DVGST_momi_rep1_GM13233B-11_97,1,1,97,4,32,test,,,,,,80,4,,35.81564496,,130,23.21428571,8.45,,5,1,,12,10,4,2,260,40,4,3,1,3,2,4400,485,,4,2,3,3,1," (Operator: lizbethpino, Time: ), Pt2 (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722109,GM13233B-1,,plot,3922505,202177DVGST_momi_rep1_GM13233B-1_250,1,1,250,8,7,test,,,,,,85,3,,34.18608018,,180,47.25274725,17.2,,5,1,,28,10,4,1,290,40,4,3,1,1,2,3000,306,,4,2,3,2,1," (Operator: lizbethpino, Time: ), Pt1:Leafy (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722112,GM13233B-2,,plot,3922273,202177DVGST_momi_rep1_GM13233B-2_389,1,1,389,13,5,test,,,,,,90,4,,35.92810003,,95,57.14285714,20.8,,5,1,,41,10,4,3,260,30,4,3,1,2,2,3800,421,,4,2,3,1,1," (Operator: lizbethpino, Time: ), Pt3 (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722113,GM13233B-3,,plot,3922464,202177DVGST_momi_rep1_GM13233B-3_319,1,1,319,10,2,test,,,,,,90,1,,33.38166406,,205,39.50549451,14.38,,5,1,,34,10,4,3,280,40,4,3,1,2,2,4250,416,,4,3,3,1,1," (Operator: lizbethpino, Time: ), Pt3:Non-br (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722114,GM13233B-4,,plot,3922081,202177DVGST_momi_rep1_GM13233B-4_58,1,1,58,2,7,test,,,,,,75,4,,32.11172249,,150,28.70879121,10.45,,5,1,,15,10,4,3,280,30,4,3,1,3,1,4600,420,,4,1,2,3,1," (Operator: lizbethpino, Time: ), Pt2:Tps3 (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722115,GM13233B-5,,plot,3922252,202177DVGST_momi_rep1_GM13233B-5_152,1,1,152,5,24,test,,,,,,90,5,,33.46149581,,110,31.18131868,11.35,,4,1,,20,10,4,2,280,30,4,3,1,3,3,4100,403,,4,3,3,2,3," (Operator: lizbethpino, Time: ), Pt3 (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722116,GM13233B-6,,plot,3921866,202177DVGST_momi_rep1_GM13233B-6_60,1,1,60,2,5,test,,,,,,90,3,,36.90269041,,135,49.03846154,17.85,,5,1,,36,10,4,3,260,30,4,3,1,1,2,4350,503,,4,2,3,2,1," (Operator: lizbethpino, Time: ), Pt4:Curve (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722117,GM13233B-7,,plot,3922121,202177DVGST_momi_rep1_GM13233B-7_148,1,1,148,5,20,test,,,,,,90,2,,34.98503091,,90,33.37912088,12.15,,5,1,,12,10,4,2,280,40,4,3,1,3,2,3800,403,,4,2,2,1,1," (Operator: lizbethpino, Time: ), Pt2:Pt3 (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722118,GM13233B-8,,plot,3922352,202177DVGST_momi_rep1_GM13233B-8_321,1,1,321,11,1,test,,,,,,85,2,,33.06479945,,150,44.36813187,16.15,,5,1,,28,12,4,2,320,50,4,3,2,3,2,4000,385,,4,2,3,2,1," (Operator: lizbethpino, Time: ), Pt3 (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722119,GM13233B-9,,plot,3922046,202177DVGST_momi_rep1_GM13233B-9_203,1,1,203,7,11,test,,,,,,0,0,,33.63006544,,270,36.95054945,13.45,,4,1,,26,10,4,2,270,50,4,3,1,3,1,4750,471,,4,1,2,1,1," (Operator: lizbethpino, Time: ), Pt2:Non-br (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722121,GM13358A-10,,plot,3922168,202177DVGST_momi_rep1_GM13358A-10_172,1,1,172,6,21,test,,,,,,65,4,,33.94296171,,145,27.06043956,9.85,,4,1,,15,10,4,2,260,20,4,2,1,3,2,3950,398,,4,2,3,1,2," (Operator: lizbethpino, Time: ), Pt2 (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722122,GM13358A-11,,plot,3921854,202177DVGST_momi_rep1_GM13358A-11_28,1,1,28,1,28,test,,,,,,90,3,,34.03303935,,110,30.49450549,11.1,,4,1,,18,8,4,3,210,30,4,3,1,2,2,4100,415,,4,2,3,2,3,"NonLeaf:Pt2:Pt3 (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722123,GM13358A-12,,plot,3922058,202177DVGST_momi_rep1_GM13358A-12_236,1,1,236,8,21,test,,,,,,90,3,,33.55935829,,125,33.24175824,12.1,,4,1,,22,10,4,1,225,20,4,3,1,1,2,4150,410,,4,2,3,2,3," (Operator: lizbethpino, Time: ), Pt2 (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722120,GM13358A-1,,plot,3922171,202177DVGST_momi_rep1_GM13358A-1_252,1,1,252,8,5,test,,,,,,85,2,,33.56215324,,175,25,9.1,,5,1,,18,10,4,2,290,30,4,3,1,3,2,4200,415,,4,2,3,2,2,"Lodging:Pt3:NonLeaf (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722124,GM13358A-2,,plot,3922355,202177DVGST_momi_rep1_GM13358A-2_334,1,1,334,11,14,test,,,,,,80,4,,34.98661017,,140,35.43956044,12.9,,4,1,,11,10,4,3,260,30,4,3,1,2,1,3300,350,,4,2,3,3,1," (Operator: lizbethpino, Time: ), Pt3 (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722125,GM13358A-3,,plot,3922406,202177DVGST_momi_rep1_GM13358A-3_31,1,1,31,1,31,test,,,,,,75,4,,32.22687467,,160,34.47802198,12.55,,4,1,,16,8,4,2,220,30,4,3,1,3,2,4200,386,,4,2,3,2,1,"NonLeaf:Non-br:Pt2 (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722126,GM13358A-4,,plot,3922378,202177DVGST_momi_rep1_GM13358A-4_157,1,1,157,5,29,test,,,,,,75,2,,33.59428002,,125,,,,5,2,,,8,4,4,290,40,0,,,,,3900,386,,1,,,2,," (Operator: lizbethpino, Time: ), Pt4:BadGerm (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722127,GM13358A-5,,plot,3922432,202177DVGST_momi_rep1_GM13358A-5_94,1,1,94,3,30,test,,,,,,0,0,,34.41065626,,170,12.36263736,4.5,,3,1,,6,4,4,5,170,30,3,3,1,3,1,3500,361,,3,2,3,5,3," (Operator: lizbethpino, Time: ), Pt5:Tps3 (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722128,GM13358A-6,,plot,3922242,202177DVGST_momi_rep1_GM13358A-6_138,1,1,138,5,10,test,,,,,,90,3,,33.79444444,,125,28.98351648,10.55,,4,1,,18,8,4,2,230,20,4,2,1,3,2,4650,465,,4,2,3,2,2,"NonLeaf:Tps3:Pt2 (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
